460000095005561145,20181003032723,16392-2287688,122.8896332,41.51470947
460000095005561145,20181003173137,16392-67169077,122.8960876,41.51839828
460000095005561145,20181003173249,16392-67169077,122.8960876,41.51839828
460000095005561145,20181003173319,16392-67169077,122.8960876,41.51839828
460000095005561145,20181003174857,16392-67169077,122.8960876,41.51839828
460000095005561145,20181003180835,16392-2287689,122.8896332,41.51470947
460000095005561145,20181003181459,16392-67167243,122.8741531,41.50146866
460000095005561145,20181003181637,16392-2287679,122.8896332,41.51470947
460000095005561145,20181003181753,16392-2287679,122.8896332,41.51470947
460000095005561145,20181003183647,16392-54556744,122.9067917,41.52077866
460000095005561145,20181003191200,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003191508,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003193938,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003193956,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003195058,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003195407,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003201029,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003201158,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003203151,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003203923,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003204036,16392-67169036,122.8960876,41.51839828
460000095005561145,20181003204206,16392-67169036,122.8960876,41.51839828
460000095005561145,20181003210306,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003210508,16392-67281931,122.8947372,41.51762009
460000095005561145,20181003212410,16392-67169036,122.8960876,41.51839828
460000095005561145,20181003220130,16389-2571019,123.2350616,41.76229858
460000095005561145,20181003220855,16404-60139396,123.3034363,41.77828979
460000095005561145,20181003222409,16655-67684149,123.40065,41.79916
460000095005561145,20181003224845,16789-67569932,123.4119873,41.8078804
460000095005561145,20181003225845,16789-67569932,123.4119873,41.8078804
460000095005561145,20181003225859,16789-67569932,123.4119873,41.8078804
460000095005561145,20181003230730,16789-67569932,123.4119873,41.8078804
460000095005561145,20181003233126,16789-67569932,123.4119873,41.8078804
460000095005561145,20181003235322,16789-67567668,123.4087296,41.80886078
460000095005561145,20181003235545,16789-67567668,123.4087296,41.80886078
460000095005565778,20181003094116,16642-249678091,123.3987732,41.65663147
460000095005565778,20181003094211,16642-235014933,123.4041519,41.65242004
460000095005565778,20181003094227,16642-61402509,123.4072418,41.6687088
460000095005565778,20181003095510,16642-67315980,123.3996277,41.69952011
